rf,t-statistic,p-value
ari,2.2364615769695946,0.02699983435907024
dale_chall,-4.411431567377132,2.112165873169489e-05
flesch,2.5764045468219368,0.011082941466029934
coleman_liau,2.9763821467602734,0.0034704312658389255
flesch_kincaid,3.3972798792232313,0.0008998780571839422
gunning_fog,2.874914924467704,0.004712639356445072
linsear_write,6.515098742759544,1.40071390112317e-09
spache,-6.494141748074973,1.5566183279140543e-09
